# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	901941	902897	+	AGJPKI_04270	cpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	BlastRules:WP_003404120, COG:COG1409, COG:T, EC:3.1.4.16, EC:3.1.4.17, EC:3.1.4.53, GO:0000166, GO:0004115, GO:0005506, GO:0005576, GO:0005737, GO:0005886, GO:0008199, GO:0008663, GO:0009274, GO:0030145, GO:0031975, GO:0042301, GO:0042545, GO:0047555, RefSeq:WP_003404120.1, SO:0001217, UniParc:UPI00000D5F30, UniRef:UniRef100_P9WP64, UniRef:UniRef50_P9WP64, UniRef:UniRef90_P9WP64
contig_1	cds	902842	904440	-	AGJPKI_04275	cpsY	Exopolysaccharide phosphotransferase CpsY	EC:2.7.-.-, GO:0000271, GO:0009274, GO:0016772, RefSeq:WP_003898594.1, SO:0001217, UniParc:UPI00000D5E60, UniRef:UniRef100_Q7U184, UniRef:UniRef50_Q7U184, UniRef:UniRef90_Q7U184
contig_1	cds	904745	905134	+	AGJPKI_04280		SCP-3 domain-containing protein	RefSeq:WP_003404127.1, SO:0001217, UniParc:UPI00000D11DB, UniRef:UniRef100_A0A1R3XWH8, UniRef:UniRef50_L0J4Q0, UniRef:UniRef90_G0TF30
contig_1	cds	905221	906804	+	AGJPKI_04285	purF	amidophosphoribosyltransferase	COG:COG0034, COG:F, EC:2.4.2.14, GO:0000287, GO:0004044, GO:0006164, GO:0006189, GO:0006541, GO:0009113, GO:0051539, SO:0001217, UniParc:UPI0001278038, UniRef:UniRef100_A0A0E9ALE6, UniRef:UniRef50_P65830, UniRef:UniRef90_P65830
contig_1	cds	906835	907929	+	AGJPKI_04290	purM	Phosphoribosylaminoimidazole (AIR) synthetase	COG:COG0150, COG:F, RefSeq:WP_003404132.1, SO:0001217, UniParc:UPI00000D5F7F, UniRef:UniRef100_A0A1R3XWH4, UniRef:UniRef50_A0A0I9TKN7, UniRef:UniRef90_A0A1R3XWH4
contig_1	cds	908015	908197	-	AGJPKI_04295		DUF3073 domain-containing protein	RefSeq:WP_003404135.1, SO:0001217, UniParc:UPI00000D0FDC, UniRef:UniRef100_A0A1R3XYL1, UniRef:UniRef50_A0A0F6QY21, UniRef:UniRef90_G0TF33
contig_1	cds	908344	909450	-	AGJPKI_04300	ygfZ	Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters	COG:COG0354, COG:O, RefSeq:WP_003404137.1, SO:0001217, UniParc:UPI00000D0F4D, UniRef:UniRef100_A0A1R3XXG9, UniRef:UniRef50_A0A3P4A2T4, UniRef:UniRef90_G0TF34
contig_1	cds	909515	910402	+	AGJPKI_04305		aminodeoxychorismate lyase	RefSeq:WP_003898595.1, SO:0001217, UniParc:UPI00000D2BB0, UniRef:UniRef100_A0A074QKW3, UniRef:UniRef50_D5P810, UniRef:UniRef90_A0A3E0URF7
contig_1	cds	910448	911128	-	AGJPKI_04310		Peroxynitrite isomerase 2	EC:5.99.-.-, GO:0005886, GO:0020037, GO:0046872, GO:0062213, RefSeq:WP_003898596.1, SO:0001217, UniParc:UPI00000D10D8, UniRef:UniRef100_A1KGU6, UniRef:UniRef50_A0QAU0, UniRef:UniRef90_A1KGU6
contig_1	cds	911125	911223	-	AGJPKI_04315		Protein Vpu	SO:0001217, UniParc:UPI00000D2BB1, UniRef:UniRef100_A0A066RXJ2, UniRef:UniRef50_B2HH19, UniRef:UniRef90_B2HH19
contig_1	cds	911291	911563	-	AGJPKI_04320		DUF1416 domain-containing protein	SO:0001217, UniParc:UPI0001E61F5C, UniRef:UniRef100_A0A109SUM7, UniRef:UniRef50_P0CG96, UniRef:UniRef90_A0A7I7ZB69
contig_1	cds	911595	912428	-	AGJPKI_04325	cysA1	Putative thiosulfate sulfurtransferase 1	COG:COG2897, COG:P, EC:2.8.1.1, GO:0004792, RefSeq:WP_003404293.1, SO:0001217, UniParc:UPI0000136F18, UniRef:UniRef100_P59989, UniRef:UniRef50_D4GYM0, UniRef:UniRef90_P59989
contig_1	cds	912721	913143	-	AGJPKI_04330	trxA	Thiol-disulfide isomerase or thioredoxin	COG:COG0526, COG:O, RefSeq:WP_003900215.1, SO:0001217, UniParc:UPI0001278069, UniRef:UniRef100_A0A0E8TVQ3, UniRef:UniRef50_A0A0J6VDY3, UniRef:UniRef90_A0A045HUS0
contig_1	cds	913140	913952	-	AGJPKI_04335	lmeA	mannan chain length control protein LmeA	RefSeq:WP_003404298.1, SO:0001217, UniParc:UPI00000D1181, UniRef:UniRef100_A0A045H577, UniRef:UniRef50_G7CGJ3, UniRef:UniRef90_R4LT40
contig_1	cds	914085	914849	+	AGJPKI_04340	ompR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	COG:COG0745, COG:TK, SO:0001217, UniParc:UPI0001D8DB2D, UniRef:UniRef100_A0A0E8V598, UniRef:UniRef50_E5XV63, UniRef:UniRef90_A0A0E8V598
contig_1	cds	914846	915793	+	AGJPKI_04345	mshD	mycothiol synthase	COG:COG0456, COG:J, EC:2.3.1.189, GO:0005829, GO:0008999, GO:0010125, GO:0010126, GO:0016747, GO:0017189, GO:0035447, GO:0051701, GO:0070301, GO:0071468, RefSeq:WP_003404307.1, SO:0001217, UniParc:UPI00000D119B, UniRef:UniRef100_Q7U173, UniRef:UniRef50_B2HH13, UniRef:UniRef90_Q7U173
contig_1	cds	915836	916612	+	AGJPKI_04350	pstB	phosphate ABC transporter ATP-binding protein PstB	COG:COG1117, COG:P, EC:7.3.2.1, GO:0005315, GO:0005524, GO:0005886, GO:0015415, GO:0051701, RefSeq:WP_003404312.1, SO:0001217, UniParc:UPI00000D6043, UniRef:UniRef100_P9WQL0, UniRef:UniRef50_A0R4C0, UniRef:UniRef90_Q50046
contig_1	cds	916668	917309	-	AGJPKI_04355	phoU	phosphate signaling complex protein PhoU	COG:COG0704, COG:P, GO:0005737, GO:0006817, GO:0022611, GO:0030643, GO:0042803, GO:0045936, GO:0046677, GO:2000186, RefSeq:WP_003404314.1, SO:0001217, UniParc:UPI0000131A46, UniRef:UniRef100_P65721, UniRef:UniRef50_Q50047, UniRef:UniRef90_P65721
contig_1	cds	917367	919421	-	AGJPKI_04360	cps2a	Anionic cell wall polymer biosynthesis enzyme TagV/TagU, LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase)	COG:COG1316, COG:M, RefSeq:WP_003898600.1, SO:0001217, UniParc:UPI00000318C5, UniRef:UniRef100_A0A045HWC1, UniRef:UniRef50_J4TCZ1, UniRef:UniRef90_A0A655ITH8
contig_1	cds	919587	920756	-	AGJPKI_04365	dusB	tRNA dihydrouridine synthase DusB	COG:COG0042, COG:J, EC:1.3.1.-, GO:0000049, GO:0017150, GO:0050660, RefSeq:WP_003898601.1, SO:0001217, UniParc:UPI0000139D26, UniRef:UniRef100_P9WNS6, UniRef:UniRef50_Q50049, UniRef:UniRef90_P9WNS6
contig_1	cds	920844	921860	-	AGJPKI_04370	desA1	acyl-ACP desaturase DesA1	BlastRules:WP_003404321, EC:1.14.19.-, GO:0005829, GO:0005886, GO:0006633, GO:0009274, GO:0009986, GO:0045300, GO:0046872, GO:0052572, RefSeq:WP_003404321.1, SO:0001217, UniParc:UPI00000D3B0E, UniRef:UniRef100_P9WNZ6, UniRef:UniRef50_P9WNZ6, UniRef:UniRef90_P9WNZ6
contig_1	ncRNA	921475	921542	+	AGJPKI_04375	ASdes	ASdes TB sRNA	RFAM:RF01781, SO:0000655
contig_1	cds	922022	922663	-	AGJPKI_04380	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_003404326.1, SO:0001217, UniParc:UPI0000165251, UniRef:UniRef100_A0A1R3XWJ9, UniRef:UniRef50_A0A7U8TXA6, UniRef:UniRef90_A0A7U8TXA6
contig_1	cds	922717	923799	+	AGJPKI_04385		DUF2236 domain-containing protein	COG:COG3662, COG:S, RefSeq:WP_003915864.1, SO:0001217, UniParc:UPI0001E62D7D, UniRef:UniRef100_Q7D979, UniRef:UniRef50_A0A498QJ32, UniRef:UniRef90_A0A0K2HT62
contig_1	cds	923851	924174	-	AGJPKI_04390	kmtR	HTH-type transcriptional regulator KmtR	GO:0003677, GO:0003700, GO:0010045, GO:0032025, SO:0001217, UniParc:UPI00021787B1, UniRef:UniRef100_O53838, UniRef:UniRef50_O53838, UniRef:UniRef90_O53838
contig_1	cds	924301	924723	-	AGJPKI_04395		Deaminase	RefSeq:WP_003404336.1, SO:0001217, UniParc:UPI00000C1552, UniRef:UniRef100_A0A0Y1BV70, UniRef:UniRef50_A0A0E8BEC2, UniRef:UniRef90_A0A0E8BEC2
contig_1	cds	925080	925985	+	AGJPKI_04400	yktD	Putative S-adenosyl-L-methionine-dependent methyltransferase Mb0853	COG:COG3315, COG:Q, EC:2.1.1.-, GO:0008168, GO:0032259, RefSeq:WP_003404349.1, SO:0001217, UniParc:UPI00000D101A, UniRef:UniRef100_A5U0L8, UniRef:UniRef50_Q73S85, UniRef:UniRef90_A5U0L8
contig_1	cds	926004	926819	-	AGJPKI_04405		TIGR04255 family protein	RefSeq:WP_003404352.1, SO:0001217, UniParc:UPI0000165254, UniRef:UniRef100_Q7D976, UniRef:UniRef50_Q7D976, UniRef:UniRef90_Q7D976
contig_1	tRNA	926913	926985	-	AGJPKI_04410	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	927109	927182	+	AGJPKI_04415	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	tRNA	927220	927296	+	AGJPKI_04420	trnD	tRNA-Asp(gtc)	SO:0000256
contig_1	tRNA	927323	927399	+	AGJPKI_04425	trnF	tRNA-Phe(gaa)	SO:0000267
contig_1	cds	928061	928474	+	AGJPKI_04430		Pe-pgrs family protein pe_pgrs12	RefSeq:WP_003404353.1, SO:0001217, UniParc:UPI0000165255, UniRef:UniRef100_A0A1R3XWM1, UniRef:UniRef50_A0A1X0F7Y0, UniRef:UniRef90_A0A1R3XWM1
contig_1	cds	928471	930720	+	AGJPKI_04435		PE-PGRS family protein PE_PGRS13	RefSeq:WP_012054164.1, SO:0001217, UniParc:UPI0001534070, UniRef:UniRef100_A5U0M1, UniRef:UniRef50_Q79FV7, UniRef:UniRef90_Q79FV7
contig_1	cds	930947	933586	-	AGJPKI_04440		PE_PGRS family protein	RefSeq:WP_015345040.1, SO:0001217, UniParc:UPI0002A876F5, UniRef:UniRef100_UPI0002A876F5, UniRef:UniRef50_R4LVQ1, UniRef:UniRef90_Q8VKD2
contig_1	cds	934054	934698	+	AGJPKI_04445		PknH-C domain-containing protein	RefSeq:WP_003404362.1, SO:0001217, UniParc:UPI0000165256, UniRef:UniRef100_A0A045IRE8, UniRef:UniRef50_A0A1A3KT70, UniRef:UniRef90_R4M3N0
contig_1	cds	934679	935092	-	AGJPKI_04450		Transmembrane protein	RefSeq:WP_003913158.1, SO:0001217, UniParc:UPI0001E62020, UniRef:UniRef100_A0A0E7ZAQ3, UniRef:UniRef50_A0A0E7ZAQ3, UniRef:UniRef90_A0A0E7ZAQ3
contig_1	cds	935380	936126	-	AGJPKI_04455		Nucleotidyltransferase AbiEii toxin of type IV toxin-antitoxin system	RefSeq:WP_003900221.1, SO:0001217, UniParc:UPI00000CCB9F, UniRef:UniRef100_A0A0E8BCT0, UniRef:UniRef50_A0A1S1N7B8, UniRef:UniRef90_R4MFT6
contig_1	cds	936104	937132	-	AGJPKI_04460		Transcriptional regulator, AbiEi antitoxin, Type IV TA system	COG:COG4861, COG:S, RefSeq:WP_003404368.1, SO:0001217, UniParc:UPI00000D111E, UniRef:UniRef100_A0A1R3XWK7, UniRef:UniRef50_A0A0I9UT05, UniRef:UniRef90_A0A0I9UT05
contig_1	cds	937980	938591	+	AGJPKI_04465		D-alanyl-D-alanine dipeptidase	EC:3.4.13.22, KEGG:K08641, SO:0001217, UniParc:UPI00005EE45A, UniRef:UniRef100_A0A0E8X0F4, UniRef:UniRef50_A0A386U0C6, UniRef:UniRef90_A0A0E8X0F4
contig_1	cds	938678	939490	+	AGJPKI_04470	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	COG:COG2226, COG:H, RefSeq:WP_003404373.1, SO:0001217, UniParc:UPI00000D5FD1, UniRef:UniRef100_A0A1R3XWK5, UniRef:UniRef50_A0A3N6FBU9, UniRef:UniRef90_A0A0U0QWY6
contig_1	cds	939558	940418	-	AGJPKI_04475	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	COG:COG0596, COG:HR, RefSeq:WP_003404376.1, SO:0001217, UniParc:UPI00000D5F6A, UniRef:UniRef100_A0A045KBL1, UniRef:UniRef50_A0A045KBL1, UniRef:UniRef90_A0A045KBL1
contig_1	cds	941177	942505	+	AGJPKI_04480		MFS transporter	SO:0001217, UniParc:UPI00000D4FD3, UniRef:UniRef100_A0A066S2M9, UniRef:UniRef50_A0A498QX65, UniRef:UniRef90_R4M4Y0
contig_1	cds	942489	943493	+	AGJPKI_04485	acoA	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	COG:C, COG:COG1071, RefSeq:WP_003404384.1, SO:0001217, UniParc:UPI00000D5EBC, UniRef:UniRef100_A0A045HU17, UniRef:UniRef50_A0A0U0R016, UniRef:UniRef90_A0A045HU17
contig_1	cds	943557	944207	-	AGJPKI_04490	narL	two-component system response regulator NarL	BlastRules:WP_003404388, COG:COG2197, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_003404388.1, SO:0001217, UniParc:UPI00000D5EB8, UniRef:UniRef100_P9WGM4, UniRef:UniRef50_P9WGM4, UniRef:UniRef90_P9WGM4
contig_1	cds	944291	945568	+	AGJPKI_04495	narS	Sensor histidine kinase NarS	COG:COG4585, COG:T, EC:2.7.13.3, GO:0000160, GO:0004673, GO:0005886, RefSeq:WP_003898611.1, SO:0001217, UniParc:UPI0000165259, UniRef:UniRef100_O53857, UniRef:UniRef50_O53857, UniRef:UniRef90_O53857
contig_1	cds	945781	947295	-	AGJPKI_04500	mmcO	multicopper oxidase MmcO	BlastRules:WP_003404392, COG:COG2132, COG:DPM, EC:1.16.3.1, GO:0004322, GO:0005507, GO:0005886, GO:0016491, GO:0042597, RefSeq:WP_015456177.1, SO:0001217, UniParc:UPI000252D24C, UniRef:UniRef100_A0A0H3L6P8, UniRef:UniRef50_I6WZK7, UniRef:UniRef90_I6WZK7
contig_1	cds	947420	947836	+	AGJPKI_04505	lpqS	lipoprotein LpqS	BlastRules:WP_003901025, GO:0005886, GO:0046688, SO:0001217, UniParc:UPI00000CCBA1, UniRef:UniRef100_A0A066S2M4, UniRef:UniRef50_O53859, UniRef:UniRef90_O53859
contig_1	cds	947943	949157	+	AGJPKI_04510	cysK2	S-sulfocysteine synthase CysK2	BlastRules:WP_009935595, COG:COG0031, COG:E, EC:2.8.5.1, GO:0004124, GO:0005737, GO:0005829, GO:0006535, GO:0009274, GO:0016740, GO:0019344, GO:0030170, GO:0033847, GO:0042803, GO:0080146, RefSeq:WP_003913009.1, SO:0001217, UniParc:UPI0000EF4810, UniRef:UniRef100_A0A0E8UJL1, UniRef:UniRef50_Q79FV4, UniRef:UniRef90_Q79FV4
contig_1	cds	949157	950416	+	AGJPKI_04515		Uncharacterized MFS-type transporter Rv0849	GO:0005886, GO:0022857, RefSeq:WP_003404402.1, SO:0001217, UniParc:UPI00000D3AFB, UniRef:UniRef100_P9WJX5, UniRef:UniRef50_P9WJX5, UniRef:UniRef90_P9WJX5
contig_1	cds	950413	950745	+	AGJPKI_04520		Transposase	RefSeq:WP_003404404.1, SO:0001217, UniParc:UPI00000D5E92, UniRef:UniRef100_A0A7U8YK60, UniRef:UniRef50_A0A2I7W4U2, UniRef:UniRef90_A0A2I7W4U2
contig_1	cds	950742	951569	-	AGJPKI_04525	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	COG:C, COG:COG4221, RefSeq:WP_003898616.1, SO:0001217, UniParc:UPI000016525B, UniRef:UniRef100_A0A045HUV4, UniRef:UniRef50_G8RXM3, UniRef:UniRef90_A0A045HUV4
contig_1	cds	951762	952496	+	AGJPKI_04530		Fatty-acid-CoA ligase	SO:0001217, UniParc:UPI0002FFA1FA, UniRef:UniRef100_A0A0E8MF33, UniRef:UniRef50_A0A655IW22, UniRef:UniRef90_A0A0H3L6X8
contig_1	cds	952537	954219	-	AGJPKI_04535	pdc	alpha-keto-acid decarboxylase	BlastRules:WP_003900222, COG:COG3961, COG:GHR, EC:4.1.1.-, GO:0000287, GO:0005829, GO:0005886, GO:0008152, GO:0016831, GO:0030976, RefSeq:WP_003900222.1, SO:0001217, UniParc:UPI00000D4FD5, UniRef:UniRef100_Q7U140, UniRef:UniRef50_A0R480, UniRef:UniRef90_Q7U140
contig_1	cds	954284	954727	+	AGJPKI_04540		Cyclase	RefSeq:WP_003404412.1, SO:0001217, UniParc:UPI00000D117B, UniRef:UniRef100_A0A1R3XWM3, UniRef:UniRef50_J5EGR6, UniRef:UniRef90_R4LVR4
contig_1	cds	954733	955812	+	AGJPKI_04545	far	fatty-acid-CoA racemase	BlastRules:WP_003404414, COG:COG1804, COG:I, RefSeq:WP_003404414.1, SO:0001217, UniParc:UPI00000D0F7A, UniRef:UniRef100_A0A045IX32, UniRef:UniRef50_O09174, UniRef:UniRef90_A0A045IX32
contig_1	cds	955926	956330	+	AGJPKI_04550		Polyketide-cyc domain-containing protein	RefSeq:WP_003903201.1, SO:0001217, UniParc:UPI000016525C, UniRef:UniRef100_A0A8H0QNL3, UniRef:UniRef50_F5YS00, UniRef:UniRef90_Q7D955
contig_1	cds	956358	956831	+	AGJPKI_04555		Cyclase	RefSeq:WP_003404418.1, SO:0001217, UniParc:UPI00000D2BB9, UniRef:UniRef100_A0A1R3XWM9, UniRef:UniRef50_F5YS00, UniRef:UniRef90_A0A0H3L6Y5
contig_1	cds	956828	958021	-	AGJPKI_04560	dapC	pyridoxal phosphate-dependent aminotransferase	COG:COG0436, COG:E, GO:0005737, GO:0009016, GO:0009089, GO:0009274, GO:0016212, GO:0030170, RefSeq:WP_003404420.1, SO:0001217, UniParc:UPI00000D5E64, UniRef:UniRef100_P9WPZ4, UniRef:UniRef50_P9WPZ4, UniRef:UniRef90_P9WPZ4
contig_1	cds	958178	959389	+	AGJPKI_04565	fadA	acetyl-CoA C-acetyltransferase	COG:COG0183, COG:I, EC:2.3.1.-, GO:0003985, GO:0005886, GO:0006635, GO:0009274, RefSeq:WP_003404423.1, SO:0001217, UniParc:UPI0000164FBE, UniRef:UniRef100_A0A7U9K2M1, UniRef:UniRef50_O53871, UniRef:UniRef90_O53871
contig_1	cds	959394	961556	+	AGJPKI_04570	fadB	fatty oxidation protein FadB	BlastRules:WP_003404426, COG:COG1250, COG:I, RefSeq:WP_003404426.1, SO:0001217, UniParc:UPI00000D4FD7, UniRef:UniRef100_A0A045IX35, UniRef:UniRef50_C4LGT9, UniRef:UniRef90_B2HFB8
contig_1	cds	961624	963273	-	AGJPKI_04575	xPB	DNA helicase XPB	COG:COG1061, COG:KL, EC:3.6.4.12, GO:0003677, GO:0004386, GO:0005524, GO:0005886, GO:0009274, GO:0016787, RefSeq:WP_003913615.1, SO:0001217, UniParc:UPI0001900D99, UniRef:UniRef100_O53873, UniRef:UniRef50_O53873, UniRef:UniRef90_O53873
contig_1	cds	963496	965766	-	AGJPKI_04580	yobV	putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	COG:COG2378, COG:K, RefSeq:WP_003898622.1, SO:0001217, UniParc:UPI00000CCBA3, UniRef:UniRef100_A0A8S8LI86, UniRef:UniRef50_I4BPC8, UniRef:UniRef90_G0TFL1
contig_1	cds	965801	966034	+	AGJPKI_04585		Aldehyde dehydrogenase family protein	SO:0001217, UniParc:UPI00005EE463, UniRef:UniRef100_A0A0E8UJJ7, UniRef:UniRef50_A0A1R3XX11, UniRef:UniRef90_A0A1R3XX11
contig_1	cds	966044	966547	+	AGJPKI_04590	moaC	cyclic pyranopterin monophosphate synthase MoaC	COG:COG0315, COG:H, EC:4.6.1.17, GO:0006777, GO:0061799, KEGG:K03637, RefSeq:WP_003404544.1, SO:0001217, UniParc:UPI000012F367, UniRef:UniRef100_P0A5K7, UniRef:UniRef50_P0A5K7, UniRef:UniRef90_P0A5K7
contig_1	cds	966544	967026	+	AGJPKI_04595	moaB	Molybdopterin biosynthesis enzyme MoaB/MogA	COG:COG0521, COG:H, RefSeq:WP_003404549.1, SO:0001217, UniParc:UPI00000D5EC9, UniRef:UniRef100_A0A045JA78, UniRef:UniRef50_A0A0M2HMB4, UniRef:UniRef90_A0A045JA78
contig_1	cds	967023	967448	+	AGJPKI_04600	moaE2	Molybdopterin synthase catalytic subunit 2	COG:COG0314, COG:H, EC:2.8.1.12, GO:0005829, GO:0006777, GO:0030366, RefSeq:WP_003404552.1, SO:0001217, UniParc:UPI00000D5EF4, UniRef:UniRef100_P9WJR0, UniRef:UniRef50_P9WJR0, UniRef:UniRef90_P9WJR0
contig_1	cds	967466	968689	-	AGJPKI_04605	rpfA	resuscitation-promoting factor protein RpfA	BlastRules:WP_003900223, EC:3.-.-.-, GO:0005576, GO:0005886, GO:0009372, GO:0010628, GO:0010629, GO:0016787, GO:0042127, GO:0085016, KEGG:K21689, RefSeq:WP_003900223.1, SO:0001217, UniParc:UPI0000030106, UniRef:UniRef100_P9WG30, UniRef:UniRef50_P9WG30, UniRef:UniRef90_P9WG30
contig_1	ncRNA-region	968699	968921	-			ydaO/yuaA leader	RFAM:RF00379, SO:0000140
contig_1	cds	969137	969415	-	AGJPKI_04610	moaD	Molybdopterin synthase sulfur carrier subunit MoaD	COG:COG1977, COG:H, RefSeq:WP_003404559.1, SO:0001217, UniParc:UPI00000D5E18, UniRef:UniRef100_A0A045H6C3, UniRef:UniRef50_A0A8D6HFL0, UniRef:UniRef90_A0A045H6C3
contig_1	cds	969419	970501	-	AGJPKI_04615	moaA	GTP 3',8-cyclase MoaA	COG:COG2896, COG:H, EC:4.1.99.22, GO:0005525, GO:0006777, GO:0009274, GO:0019008, GO:0046872, GO:0051539, GO:0061798, GO:0061799, GO:1904047, RefSeq:WP_003404564.1, SO:0001217, UniParc:UPI000012F2CE, UniRef:UniRef100_P65385, UniRef:UniRef50_Q9RJ47, UniRef:UniRef90_P65385
contig_1	cds	970498	970887	-	AGJPKI_04620	yccF	YccF domain-containing protein	COG:COG3304, COG:S, RefSeq:WP_003404566.1, SO:0001217, UniParc:UPI00000D0FC5, UniRef:UniRef100_A0A045IM75, UniRef:UniRef50_A0A5P9QBP0, UniRef:UniRef90_A0A8E0BX98
contig_1	cds	971052	971459	+	AGJPKI_04625	cspC	Cold shock protein, CspA family	COG:COG1278, COG:K, KEGG:K03704, RefSeq:WP_003404570.1, SO:0001217, UniParc:UPI00000D5EC1, UniRef:UniRef100_A0A045HUX4, UniRef:UniRef50_A0A8E0BXQ4, UniRef:UniRef90_A0A8E0BXQ4
contig_1	cds	971578	973407	-	AGJPKI_04630		PE family protein	RefSeq:WP_009938284.1, SO:0001217, UniParc:UPI00000D2BBB, UniRef:UniRef100_A0A1L0P2W8, UniRef:UniRef50_P9WIF6, UniRef:UniRef90_A0A1L0P2W8
contig_1	cds	973668	975620	+	AGJPKI_04635	fadE10	putative acyl-CoA dehydrogenase FadE10	COG:COG1960, COG:I, EC:1.3.-.-, GO:0003995, GO:0005737, GO:0005829, GO:0005886, GO:0009274, GO:0033539, GO:0050660, RefSeq:WP_003898626.1, SO:0001217, UniParc:UPI0000139D90, UniRef:UniRef100_P9WQF6, UniRef:UniRef50_P9WQF6, UniRef:UniRef90_P9WQF6
contig_1	cds	975709	976869	-	AGJPKI_04640	fIST	Uncharacterized protein Mb0898c	COG:COG4398, COG:T, GO:0005886, RefSeq:WP_003404586.1, SO:0001217, UniParc:UPI0000139D96, UniRef:UniRef100_P9WKR8, UniRef:UniRef50_P9WKR8, UniRef:UniRef90_P9WKR8
contig_1	cds	976969	977457	-	AGJPKI_04645		Uncharacterized protein Mb0899c	GO:0005886, RefSeq:WP_003404591.1, SO:0001217, UniParc:UPI0000139D99, UniRef:UniRef100_P9WKR6, UniRef:UniRef50_P9WKR6, UniRef:UniRef90_P9WKR6
contig_1	cds	977454	978986	-	AGJPKI_04650		Uncharacterized protein Rv0876c	GO:0005576, GO:0005886, GO:0022857, SO:0001217, UniParc:UPI0004E29F31, UniRef:UniRef100_P9WKR4, UniRef:UniRef50_P9WKR4, UniRef:UniRef90_P9WKR4
contig_1	cds	979238	980026	+	AGJPKI_04655		Uncharacterized protein Rv0877	RefSeq:WP_003404596.1, SO:0001217, UniParc:UPI0000139DA3, UniRef:UniRef100_P9WKR2, UniRef:UniRef50_P9WKR2, UniRef:UniRef90_P9WKR2
contig_1	cds	980049	981365	-	AGJPKI_04660	pPE13	Uncharacterized PPE family protein PPE13	GO:0005886, RefSeq:WP_003898629.1, SO:0001217, UniParc:UPI00001A8F4F, UniRef:UniRef100_P9WI34, UniRef:UniRef50_P9WI34, UniRef:UniRef90_P9WI34
contig_1	cds	981643	981918	-	AGJPKI_04665		Uncharacterized protein Mb0903c	GO:0005886, RefSeq:WP_003404603.1, SO:0001217, UniParc:UPI0000139DA8, UniRef:UniRef100_P9WKR0, UniRef:UniRef50_P9WKR0, UniRef:UniRef90_P9WKR0
contig_1	cds	982096	982527	+	AGJPKI_04670	marR	Uncharacterized HTH-type transcriptional regulator Mb0904	COG:COG1846, COG:K, GO:0003677, GO:0003700, RefSeq:WP_003404606.1, SO:0001217, UniParc:UPI0000139DAC, UniRef:UniRef100_P9WMF0, UniRef:UniRef50_P9WMF0, UniRef:UniRef90_P9WMF0
contig_1	cds	982524	983390	+	AGJPKI_04675	spoU	Uncharacterized tRNA/rRNA methyltransferase Mb0905	COG:COG0566, COG:J, EC:2.1.1.-, GO:0003723, GO:0006396, GO:0008173, RefSeq:WP_003404610.1, SO:0001217, UniParc:UPI00001A8F50, UniRef:UniRef100_P9WFY2, UniRef:UniRef50_P9WFY2, UniRef:UniRef90_P9WFY2
contig_1	cds	983387	983671	+	AGJPKI_04680		Uncharacterized protein Mb0906	GO:0005886, RefSeq:WP_003404614.1, SO:0001217, UniParc:UPI0000139DB2, UniRef:UniRef100_P9WKQ8, UniRef:UniRef50_P9WKQ8, UniRef:UniRef90_P9WKQ8
contig_1	cds	983668	984429	-	AGJPKI_04685	sepH	septation protein SepH	RefSeq:WP_003404617.1, SO:0001217, UniParc:UPI0000139DB7, UniRef:UniRef100_P9WKQ6, UniRef:UniRef50_P9WKQ6, UniRef:UniRef90_P9WKQ6
contig_1	cds	984586	985716	-	AGJPKI_04690	serC	phosphoserine transaminase	COG:COG1932, COG:HE, EC:2.6.1.52, GO:0004648, GO:0004760, GO:0005576, GO:0005777, GO:0005886, GO:0006564, GO:0008453, GO:0008615, GO:0019265, GO:0030170, RefSeq:WP_003404623.1, SO:0001217, UniParc:UPI0000135882, UniRef:UniRef100_P9WQ72, UniRef:UniRef50_O33062, UniRef:UniRef90_P9WQ72
contig_1	cds	985924	986946	+	AGJPKI_04695		Uncharacterized protein Rv0885	GO:0005886, GO:0016491, RefSeq:WP_003898630.1, SO:0001217, UniParc:UPI0000164FC5, UniRef:UniRef100_P9WKQ4, UniRef:UniRef50_P9WKQ5, UniRef:UniRef90_P9WKQ5
