
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
Rv3608c	1	1	0	0	0	0	dihydropteroate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv3614c	1	1	0	0	0	0	ESX-1 secretion-associated protein EspD"	0	0	0	0	0	0	 // Corrected Start	
Rv3624c	1	1	0	0	0	0	hypoxanthine-guanine phosphoribosyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3626c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3628	1	1	0	0	0	0	inorganic pyrophosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv3630	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3634c	1	1	0	0	0	0	UDP-glucose 4-epimerase"	0	0	0	0	0	0	 // Corrected Start	
Rv3641c	1	1	0	0	0	0	cell filamentation protein Fic"	0	0	0	0	0	0	 // Corrected Start	
Rv3642c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3643	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3646c	1	1	0	0	0	0	DNA topoisomerase I"	0	0	0	0	0	0	 // Corrected Start	
Rv3647c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3650	1	1	0	0	0	0	PE family protein PE33"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv3653	1	1	0	0	0	0	PE-PGRS family-related protein PE_PGRS61"	0	0	0	0	0	0	 // Corrected Start	
Rv3654c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3655c	3	1	1	0	0	1	hypothetical protein"	1	1	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Stop	
Rv3661	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3662c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3664c	1	1	0	0	0	0	dipeptide ABC transporter permease DppC"	0	0	0	0	0	0	 // Corrected Start	
Rv3667	1	1	0	0	0	0	acetyl-CoAsynthetase"	0	0	0	0	0	0	 // Corrected Start	
Rv3668c	1	1	0	0	0	0	protease"	0	0	0	0	0	0	 // Corrected Start	
Rv3669	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3674c	1	1	0	0	0	0	endonuclease III"	0	0	0	0	0	0	 // Corrected Start	
Rv3676	1	1	0	0	0	0	cAMP receptor protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3680	2	0	1	2	0	0	anion transporter ATPase"	0	0	0	0	0	0	 // Corrected Stop	
Rv3681c	1	1	0	0	0	0	transcriptional regulator WhiB4"	1	1	0	0	0	0	0	
Rv3684	1	1	0	0	0	0	lyase"	0	0	0	0	0	0	 // Corrected Start	
Rv3687c	1	1	0	0	0	0	anti-anti-sigma factor RsfB"	1	1	0	0	0	0	0	
Rv3689	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3690	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3692	1	1	0	0	0	0	methanol dehydrogenase transcriptional regulator	0	0	0	0	0	0	 // Corrected Start	
Rv3694c	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3696c	1	1	0	0	0	0	glycerol kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv3697c	1	1	0	0	0	0	ribonuclease VapC48"	1	1	0	0	0	0	0	
Rv3703c	1	1	0	0	0	0	iron(II)-dependent oxidoreductase EgtB"	0	0	0	0	0	0	 // Corrected Start	
Rv3707c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3709c	1	1	0	0	0	0	aspartokinase"	0	0	0	0	0	0	 // Corrected Start	
Rv3710	1	1	0	0	0	0	2-isopropylmalate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv3711c	1	1	0	0	0	0	DNA polymerase III subunit epsilon"	0	0	0	0	0	0	 // Corrected Start	
Rv3712	1	1	0	0	0	0	ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv3713	1	1	0	0	0	0	cobyric acid synthase CobQ"	0	0	0	0	0	0	 // Corrected Start	
Rv3721c	1	1	0	0	0	0	DNA polymerase III subunit gamma/tau"	0	0	0	0	0	0	 // Corrected Start	
Rv3722c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3728	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3742c	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv3743c	1	1	0	0	0	0	cation transporter ATPase J"	0	0	0	0	0	0	 // Corrected Start	
Rv3747	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3748	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3752c	1	1	0	0	0	0	cytidine/deoxycytidylate deaminase"	0	0	0	0	0	0	 // Corrected Start	
Rv3755c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3758c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv3760	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3761c	1	1	0	0	0	0	acyl-CoA dehydrogenase FadE36"	0	0	0	0	0	0	 // Corrected Start	
Rv3762c	1	1	0	0	0	0	hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv3763	1	1	0	0	0	0	lipoprotein LpqH"	1	1	0	0	0	0	0	
Rv3764c	1	1	0	0	0	0	two component sensor kinase TcrY"	0	0	0	0	0	0	 // Corrected Start	
Rv3767c	1	1	0	0	0	0	S-adenosylmethionine-dependent	0	0	0	0	0	0	 // Corrected Start	
Rv3769	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv3771c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3772	1	1	0	0	0	0	histidinol-phosphate aminotransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3777	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv3779	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3780	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3781	1	1	0	0	0	0	O-antigen/lipopolysaccharide ABC transporter	0	0	0	0	0	0	 // Corrected Start	
Rv3787c	1	1	0	0	0	0	S-adenosyl-L-methionine-dependent	0	0	0	0	0	0	 // Corrected Start	
Rv3788	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3794	1	1	0	0	0	0	arabinosyltransferase A"	0	0	0	0	0	0	 // Corrected Start	
Rv3798	1	1	0	0	0	0	insertion sequence element IS1557 transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3799c	1	1	0	0	0	0	propionyl-CoA carboxylase subunit beta AccD"	0	0	0	0	0	0	 // Corrected Start	
Rv3810	1	1	0	0	0	0	cell surface protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3812	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS62"	1	1	0	0	0	0	0	
Rv3813c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3816c	1	1	0	0	0	0	acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3817	1	1	0	0	0	0	phosphotransferase"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3818	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3820c	1	1	0	0	0	0	trehalose-2-sulfate acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3824c	1	1	0	0	0	0	acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3825c	1	1	0	0	0	0	phthioceranic/hydroxyphthioceranic acid	0	0	0	0	0	0	 // Corrected Start	
Rv3827c	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3828c	1	1	0	0	0	0	resolvase"	0	0	0	0	0	0	 // Corrected Start	
Rv3834c	1	1	0	0	0	0	serine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv3836	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3838c	1	1	0	0	0	0	prephenate dehydratase"	0	0	0	0	0	0	 // Corrected Start	
Rv3840	1	1	0	0	0	0	transcriptional regulator"	1	1	0	0	0	0	0	
Rv3843c	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3844	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3845	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3846	1	1	0	0	0	0	superoxide dismutase"	1	1	0	0	0	0	0	
Rv3853	1	1	0	0	0	0	RNase E regulator RraA"	1	1	0	0	0	0	0	
Rv3855	1	1	0	0	0	0	HTH-type transcriptional repressor EthR"	0	0	0	0	0	0	 // Corrected Start	
Rv3861	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3872	2	0	1	1	0	0	PE family protein PE35"	0	0	0	0	0	0	 // Corrected Stop	
Rv3877	1	1	0	0	0	0	ESX-1 secretion system protein EccD1"	0	0	0	0	0	0	 // Corrected Start	
Rv3880c	1	1	0	0	0	0	ESX-1 secretion-associated protein EspL"	0	0	0	0	0	0	 // Corrected Start	
Rv3883c	1	1	0	0	0	0	membrane-anchored mycosin"	0	0	0	0	0	0	 // Corrected Start	
Rv3884c	1	0	0	1	0	0	ESX-2 secretion system protein EccA"	0	0	0	0	0	0	0	
Rv3885c	1	1	0	0	0	0	ESX-2 secretion system protein EccE"	0	0	0	0	0	0	 // Corrected Start	
Rv3886c	1	0	0	9	0	0	membrane-anchored mycosin"	0	0	0	0	0	0	0	
Rv3887c	1	1	0	0	0	0	ESX-2 secretion system protein EccD"	0	0	0	0	0	0	 // Corrected Start	
Rv3888c	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3889c	3	0	1	1	0	1	ESX-2 secretion-associated protein EspG2"	0	0	0	0	0	0	 // Corrected Stop	
Rv3891c	1	1	0	0	0	0	ESAT-6 like protein EsxD"	0	0	0	0	0	0	 // Corrected Start	
Rv3892c	1	1	0	0	0	0	PPE family protein PPE69"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start	
Rv3896c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3897c	2	0	1	0	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Stop	
Rv3900c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3901c	1	1	0	0	0	0	membrane protein"	1	1	0	0	0	0	0	
Rv3902c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3904c	1	1	0	0	0	0	ESAT-6 like protein EsxE"	0	0	0	0	0	0	 // Corrected Start	
Rv3906c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3907c	1	1	0	0	0	0	poly(A) polymerase PcnA"	0	0	0	0	0	0	 // Corrected Start	
Rv3908	1	1	0	0	0	0	mutator protein MutT"	0	0	0	0	0	0	 // Corrected Start	
Rv3909	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3911	3	0	1	1	0	1	ECF RNA polymerase sigma factor SigM"	0	0	0	0	0	0	 // Corrected Stop	
Rv3916c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3918c	1	1	0	0	0	0	chromosome partitioning protein ParA"	0	0	0	0	0	0	 // Corrected Start	
Rv3921c	1	1	0	0	0	0	membrane protein insertase YidC"	0	0	0	0	0	0	 // Corrected Start	
Rv3922c	1	1	0	0	0	0	membrane protein insertion efficiency factor"	0	0	0	0	0	0	 // Corrected Start	
Rv3923c	1	1	0	0	0	0	ribonuclease P protein component"	0	0	0	0	0	0	 // Corrected Start	
Rv3924c	1	1	0	0	0	0	50S ribosomal protein L34"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
